ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
1 (0.0),1 (0.08),1 (0.04),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.04),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.2),0 (0.16),0 (0.28),0 (0.04),0 (0.08),0 (0.0),0 (0.08),0 (0.2),0 (0.0),0 (0.2),0 (0.0),0 (0.44),0 (0.04),0 (0.0),0,"Falcon,LLAMA,W2V,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.04),1 (0.64),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.24),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1,"BERT,ELECTRA,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.36),0 (0.36),1 (0.12),1 (0.0),1 (0.48),1 (0.28),1 (0.08),1 (0.36),0 (0.36),1 (0.0),1 (0.32),1 (0.0),1 (0.24),1 (0.2),0 (0.04),1,"DistilBERT,LLAMA,W2V","(1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.04),1 (0.24),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.48),0 (0.36),0 (0.04),0 (0.0),0 (0.16),0 (0.08),0 (0.12),0 (0.48),0 (0.44),0 (0.12),0 (0.4),0 (0.4),0 (0.28),0 (0.28),0 (0.12),0,DistilBERT,"(0,)",DistilBERT,TRUE,TRUE
1 (0.12),0 (0.36),1 (0.0),1 (0.04),1 (0.36),1 (0.24),1 (0.04),1 (0.08),0 (0.08),1 (0.24),0 (0.2),1 (0.0),1 (0.28),1 (0.44),1 (0.16),1,"BERT,W2V","(1, 1)",BERT,TRUE,TRUE
1 (0.16),1 (0.44),1 (0.4),1 (0.36),1 (0.44),1 (0.48),1 (0.08),1 (0.12),1 (0.2),1 (0.12),1 (0.24),1 (0.4),1 (0.28),1 (0.12),1 (0.44),1,Falcon,"(1,)",Falcon,TRUE,TRUE
1 (0.16),1 (0.28),1 (0.08),1 (0.16),1 (0.32),0 (0.12),0 (0.08),1 (0.24),1 (0.04),1 (0.0),1 (0.48),1 (0.28),1 (0.36),1 (0.0),1 (0.0),1,"LLAMA,LLAMA3,MISTRAL","(1, 1, 1)",LLAMA,TRUE,TRUE
1 (0.04),1 (0.04),1 (0.0),1 (0.04),1 (0.12),1 (0.24),1 (0.0),1 (0.28),1 (0.04),1 (0.0),1 (0.28),1 (0.2),1 (0.12),1 (0.08),1 (0.0),1,"BERT,Falcon,LLAMA,MISTRAL","(1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.16),0 (0.32),0 (0.16),0 (0.36),0 (0.32),0 (0.16),0 (0.08),0 (0.32),1 (0.4),0 (0.28),0 (0.36),0 (0.44),0 (0.36),0 (0.36),0 (0.24),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.2),0 (0.24),0 (0.04),0 (0.0),0 (0.28),0 (0.28),0 (0.2),0 (0.24),0 (0.32),0 (0.04),0 (0.16),0 (0.16),0 (0.48),0 (0.32),0 (0.04),0,DistilBERT,"(0,)",DistilBERT,TRUE,TRUE
0 (0.24),0 (0.2),0 (0.36),0 (0.44),0 (0.16),0 (0.16),0 (0.24),0 (0.44),0 (0.04),0 (0.2),1 (0.04),0 (0.24),0 (0.36),1 (0.2),0 (0.28),1,"Glove,RoBERTa","(0, 1)",RoBERTa,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.52),0 (0.24),0 (0.28),0 (0.16),0 (0.2),0 (0.04),0 (0.12),0 (0.44),0 (0.12),0 (0.0),0 (0.12),0 (0.12),0 (0.16),0 (0.12),0 (0.16),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.2),1 (0.36),1 (0.08),1 (0.2),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.52),1 (0.0),1 (0.08),1,"ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
0 (0.08),0 (0.04),0 (0.16),0 (0.04),0 (0.08),0 (0.08),0 (0.04),0 (0.48),0 (0.28),0 (0.2),0 (0.0),0 (0.24),0 (0.0),0 (0.08),0 (0.0),0,"RoBERTa,XLNET,MISTRAL","(0, 0, 0)",RoBERTa,TRUE,TRUE
0 (0.28),0 (0.56),1 (0.24),1 (0.0),1 (0.12),0 (0.2),1 (0.0),0 (0.08),0 (0.32),0 (0.08),1 (0.28),0 (0.0),0 (0.24),1 (0.16),1 (0.16),1,"DistilBERT,Falcon,W2V","(1, 1, 0)",DistilBERT,TRUE,TRUE
0 (0.16),1 (0.56),0 (0.28),0 (0.2),0 (0.32),0 (0.2),0 (0.0),0 (0.16),0 (0.36),0 (0.0),0 (0.0),0 (0.12),0 (0.2),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.28),0 (0.12),0 (0.04),0 (0.04),0 (0.2),0 (0.36),0 (0.0),0 (0.12),1 (0.2),0 (0.04),0 (0.72),0 (0.32),1 (0.28),0 (0.0),0 (0.0),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.04),0 (0.24),0 (0.0),0 (0.04),0 (0.24),0 (0.0),0 (0.0),0 (0.0),0 (0.08),0 (0.08),0 (0.12),0 (0.08),0 (0.28),0 (0.0),0 (0.0),0,"BERT,ELMO,Falcon,Fasttext,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.0),0 (0.0),0 (0.08),0 (0.04),0 (0.04),0 (0.16),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0,"ALBERT,BART,BERT,DistilBERT,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.52),1 (0.04),1 (0.24),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,ELMO,Falcon,Fasttext,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.44),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.12),1 (0.12),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.16),0 (0.44),0 (0.16),0 (0.28),0 (0.32),0 (0.16),0 (0.0),0 (0.2),0 (0.12),0 (0.08),0 (0.24),0 (0.0),0 (0.12),0 (0.04),0 (0.0),0,"Falcon,W2V,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
1 (0.04),1 (0.36),1 (0.24),1 (0.28),1 (0.2),1 (0.16),1 (0.36),1 (0.28),0 (0.32),1 (0.36),1 (0.2),1 (0.24),1 (0.28),1 (0.32),1 (0.44),1,ALBERT,"(1,)",ALBERT,TRUE,TRUE
0 (0.28),0 (0.32),0 (0.24),0 (0.2),0 (0.52),0 (0.36),0 (0.2),0 (0.32),1 (0.28),0 (0.16),0 (0.32),0 (0.16),0 (0.16),0 (0.16),0 (0.16),0,"LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",LLAMA,TRUE,TRUE
1 (0.36),1 (0.48),1 (0.12),1 (0.2),0 (0.12),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"ELMO,Falcon,Glove,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ELMO,TRUE,TRUE
1 (0.12),1 (0.4),1 (0.04),1 (0.16),1 (0.08),1 (0.28),1 (0.0),1 (0.2),1 (0.36),1 (0.04),1 (0.4),1 (0.2),1 (0.52),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.04),0 (0.04),0 (0.2),0 (0.0),0 (0.0),0 (0.04),0 (0.12),0 (0.0),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.0),0,"ALBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.4),1 (0.28),1 (0.36),1 (0.08),1 (0.24),1 (0.0),1 (0.24),1 (0.16),1 (0.72),1 (0.32),1 (0.44),1 (0.04),1 (0.36),1 (0.36),1 (0.12),1,ELMO,"(1,)",ELMO,TRUE,TRUE
0 (0.04),0 (0.04),0 (0.04),0 (0.2),0 (0.52),0 (0.0),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.0),0 (0.2),0 (0.28),0 (0.0),0 (0.0),0,"ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.52),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.4),1 (0.52),0 (0.36),0 (0.28),1 (0.36),0 (0.12),0 (0.04),0 (0.32),0 (0.32),0 (0.08),0 (0.28),1 (0.2),0 (0.2),0 (0.2),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
1 (0.32),1 (0.2),1 (0.16),1 (0.0),1 (0.32),1 (0.08),1 (0.04),1 (0.0),1 (0.24),1 (0.0),1 (0.2),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1,"DistilBERT,Fasttext,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.08),0 (0.08),0 (0.0),0 (0.04),0 (0.12),0 (0.12),0 (0.08),0 (0.4),0 (0.2),0 (0.08),0 (0.52),0 (0.12),0 (0.12),0 (0.08),0 (0.08),0,BERT,"(0,)",BERT,TRUE,TRUE
0 (0.48),0 (0.36),0 (0.2),0 (0.48),1 (0.32),0 (0.32),0 (0.48),0 (0.24),1 (0.32),0 (0.24),0 (0.28),0 (0.44),0 (0.24),0 (0.36),0 (0.4),0,BERT,"(0,)",BERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.28),1 (0.4),1 (0.2),1 (0.0),1 (0.52),1 (0.04),1 (0.04),1 (0.08),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.24),1 (0.0),1,"DistilBERT,LLAMA,RoBERTa,W2V,MISTRAL","(1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.16),0 (0.24),0 (0.08),0 (0.52),0 (0.28),0 (0.32),0 (0.12),0 (0.12),1 (0.04),0 (0.04),0 (0.36),0 (0.36),0 (0.16),0 (0.32),0 (0.08),0,"Glove,LLAMA","(1, 0)",LLAMA,TRUE,TRUE
1 (0.24),1 (0.24),1 (0.08),1 (0.04),1 (0.16),1 (0.4),1 (0.24),1 (0.16),0 (0.36),1 (0.12),0 (0.32),1 (0.0),1 (0.24),1 (0.0),1 (0.04),1,"W2V,LLAMA3","(1, 1)",W2V,TRUE,TRUE
1 (0.12),1 (0.4),1 (0.24),1 (0.28),1 (0.36),1 (0.12),1 (0.0),1 (0.44),1 (0.08),1 (0.08),1 (0.56),1 (0.28),1 (0.52),1 (0.0),1 (0.08),1,"Falcon,LLAMA3","(1, 1)",Falcon,TRUE,TRUE
0 (0.04),0 (0.28),1 (0.16),1 (0.16),1 (0.24),1 (0.32),1 (0.16),1 (0.04),1 (0.2),1 (0.16),0 (0.24),1 (0.28),1 (0.4),1 (0.12),1 (0.12),1,"ALBERT,Fasttext","(0, 1)",Fasttext,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.2),1 (0.2),0 (0.08),1 (0.08),0 (0.44),1 (0.36),0 (0.16),1 (0.28),1 (0.12),0 (0.12),0 (0.0),0 (0.12),1 (0.36),0 (0.12),0 (0.08),0,RoBERTa,"(0,)",RoBERTa,TRUE,TRUE
0 (0.56),0 (0.2),0 (0.2),0 (0.24),0 (0.36),0 (0.12),0 (0.36),0 (0.44),1 (0.44),0 (0.16),0 (0.36),1 (0.28),0 (0.32),0 (0.28),0 (0.16),0,ELMO,"(0,)",ELMO,TRUE,TRUE
1 (0.0),1 (0.32),1 (0.12),1 (0.16),1 (0.32),1 (0.28),1 (0.04),1 (0.08),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.2),1 (0.04),1 (0.2),1,"ALBERT,RoBERTa,W2V","(1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.4),0 (0.4),0 (0.52),0 (0.2),0 (0.16),0 (0.12),0 (0.0),0 (0.16),0 (0.48),0 (0.0),0 (0.04),0 (0.24),0 (0.16),0 (0.0),0 (0.12),0,"Falcon,LLAMA,LLAMA3","(0, 0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.52),0 (0.2),0 (0.28),0 (0.32),1 (0.0),1 (0.32),1 (0.2),1 (0.52),1 (0.16),1 (0.2),1 (0.08),0 (0.0),1 (0.04),0 (0.12),0,"ALBERT,ELMO,XLNET","(1, 1, 0)",XLNET,TRUE,TRUE
0 (0.32),0 (0.64),0 (0.0),0 (0.12),0 (0.16),0 (0.0),0 (0.24),0 (0.04),0 (0.32),0 (0.12),0 (0.0),0 (0.08),0 (0.24),0 (0.16),0 (0.16),0,"BERT,ELMO,RoBERTa","(0, 0, 0)",BERT,TRUE,TRUE
0 (0.16),0 (0.48),0 (0.16),0 (0.48),0 (0.08),0 (0.44),0 (0.28),0 (0.44),0 (0.48),0 (0.32),0 (0.4),0 (0.4),0 (0.32),0 (0.36),0 (0.28),0,ELECTRA,"(0,)",ELECTRA,TRUE,TRUE
0 (0.04),0 (0.08),0 (0.04),0 (0.2),0 (0.08),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.16),0 (0.44),0 (0.0),0 (0.16),0 (0.24),0 (0.0),0,"ELMO,Falcon,Fasttext,W2V,MISTRAL","(0, 0, 0, 0, 0)",ELMO,TRUE,TRUE
0 (0.28),0 (0.52),1 (0.0),0 (0.28),0 (0.4),0 (0.0),0 (0.24),0 (0.0),0 (0.32),0 (0.28),0 (0.32),0 (0.12),0 (0.32),0 (0.24),0 (0.4),1,"BERT,ELMO,Fasttext","(1, 0, 0)",BERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.44),0 (0.0),0 (0.12),0 (0.2),0 (0.0),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.12),0 (0.04),0 (0.16),0 (0.0),0 (0.0),0,"ALBERT,BERT,ELMO,Falcon,Fasttext,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.2),0 (0.16),0 (0.48),0 (0.16),1 (0.48),0 (0.44),0 (0.2),1 (0.2),1 (0.36),1 (0.28),0 (0.52),1 (0.12),1 (0.12),0 (0.16),0 (0.32),0,"W2V,XLNET","(1, 1)",W2V,FALSE,TRUE
0 (0.32),1 (0.52),0 (0.28),0 (0.32),0 (0.2),1 (0.0),0 (0.2),0 (0.36),0 (0.44),1 (0.36),0 (0.4),0 (0.2),0 (0.0),1 (0.2),0 (0.2),1,"ELMO,XLNET","(1, 0)",ELMO,TRUE,TRUE
0 (0.2),0 (0.04),0 (0.28),0 (0.04),0 (0.0),0 (0.0),0 (0.04),0 (0.08),0 (0.48),0 (0.12),0 (0.36),0 (0.04),0 (0.04),0 (0.16),0 (0.0),0,"ELECTRA,ELMO,MISTRAL","(0, 0, 0)",ELECTRA,TRUE,TRUE
1 (0.0),1 (0.6),1 (0.08),1 (0.04),1 (0.32),1 (0.12),1 (0.04),1 (0.04),1 (0.04),1 (0.08),1 (0.24),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1,"ALBERT,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.52),0 (0.4),1 (0.36),1 (0.04),0 (0.16),0 (0.16),0 (0.04),0 (0.56),0 (0.36),0 (0.28),0 (0.28),1 (0.44),0 (0.52),0 (0.0),0 (0.0),0,"LLAMA3,MISTRAL","(0, 0)",LLAMA3,TRUE,TRUE
0 (0.16),0 (0.36),0 (0.16),0 (0.2),0 (0.64),0 (0.12),0 (0.0),0 (0.28),1 (0.56),0 (0.0),0 (0.04),0 (0.12),0 (0.28),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.08),1 (0.36),1 (0.04),1 (0.04),1 (0.24),1 (0.08),1 (0.0),1 (0.08),1 (0.16),1 (0.0),1 (0.48),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"Falcon,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.12),1 (0.48),1 (0.0),1 (0.4),0 (0.4),0 (0.16),1 (0.0),1 (0.0),1 (0.16),1 (0.04),1 (0.44),1 (0.0),1 (0.6),1 (0.16),1 (0.16),1,"BERT,Falcon,Fasttext,W2V","(1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.16),0 (0.6),0 (0.08),0 (0.24),0 (0.16),0 (0.0),0 (0.24),0 (0.32),0 (0.28),0 (0.16),0 (0.16),0 (0.0),0 (0.48),0 (0.2),0 (0.0),0,"ELMO,W2V,MISTRAL","(0, 0, 0)",ELMO,TRUE,TRUE
1 (0.32),1 (0.6),0 (0.16),0 (0.0),1 (0.0),0 (0.36),1 (0.16),1 (0.2),1 (0.08),1 (0.12),1 (0.16),0 (0.12),1 (0.2),1 (0.0),1 (0.0),1,"DistilBERT,ELECTRA,LLAMA3,MISTRAL","(0, 1, 1, 1)",ELECTRA,TRUE,TRUE
1 (0.36),1 (0.48),1 (0.28),1 (0.36),1 (0.0),1 (0.16),1 (0.0),0 (0.28),0 (0.32),1 (0.04),0 (0.2),1 (0.12),1 (0.04),1 (0.08),1 (0.0),1,"ELECTRA,Falcon,MISTRAL","(1, 1, 1)",ELECTRA,TRUE,TRUE
0 (0.2),0 (0.52),0 (0.16),0 (0.4),0 (0.56),0 (0.16),0 (0.0),0 (0.24),0 (0.4),0 (0.04),0 (0.16),0 (0.32),0 (0.28),0 (0.32),0 (0.12),0,Falcon,"(0,)",Falcon,TRUE,TRUE
0 (0.0),0 (0.28),0 (0.28),0 (0.12),1 (0.04),0 (0.16),0 (0.24),0 (0.16),0 (0.2),0 (0.0),0 (0.44),0 (0.0),0 (0.08),0 (0.04),0 (0.28),0,"ALBERT,LLAMA,W2V","(0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.12),0 (0.04),0 (0.12),0 (0.08),0 (0.16),0 (0.12),0 (0.32),0 (0.56),0 (0.16),0 (0.16),0 (0.2),0 (0.36),0 (0.08),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.48),1 (0.24),0 (0.32),1 (0.08),1 (0.24),1 (0.28),1 (0.56),0 (0.16),1 (0.28),1 (0.24),1 (0.32),1 (0.16),1 (0.28),1,ALBERT,"(1,)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.28),0 (0.2),0 (0.0),0 (0.36),0 (0.0),0 (0.0),0 (0.36),0 (0.2),0 (0.0),0 (0.04),0 (0.04),0 (0.52),0 (0.0),0 (0.0),0,"DistilBERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",DistilBERT,TRUE,TRUE
0 (0.28),0 (0.08),0 (0.32),0 (0.24),0 (0.44),0 (0.12),0 (0.32),0 (0.28),0 (0.12),0 (0.16),0 (0.32),0 (0.12),0 (0.2),0 (0.0),0 (0.24),0,LLAMA3,"(0,)",LLAMA3,TRUE,TRUE
1 (0.0),1 (0.64),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.2),0 (0.0),0 (0.04),0 (0.28),0 (0.12),0 (0.0),0 (0.08),0 (0.44),0 (0.32),0 (0.48),0 (0.0),0 (0.08),0 (0.0),0 (0.0),0,"BERT,Falcon,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",BERT,TRUE,TRUE
